conceito_candidato,ocorrencias,esta_no_vocabulario
quando uma Clara Chance de Gol é_destruída em qualquer local da Quadra por Oficial de Equipe da Equipe Adversária,1,False
quando ocorre Sinal de Apito injustificado no momento de uma Clara Chance de Gol,1,False
quando uma Clara Chance de Gol é_destruída por interferência de Pessoa não Participante,1,False
concessão de Tiro de 6 Metros por Pessoa não Participante,1,False
quando se aplica o Comentário da Regra 9:1,1,False
Clara Chance de Gol,1,False
Esclarecimento 7,1,False
"Atleta Atacante mantém controle total da Bola apesar de Violação da Regra 14:1a, então",1,False
"Atleta Atacante mantém controle total do Corpo apesar de Violação da Regra 14:1a, então",1,False
a intervenção até determinar claramente se a decisão é justificada,1,False
a intervenção até determinar claramente se a decisão é necessária,1,False
"Atleta Atacante marca Gol apesar de interferência ilegal dos Defensores, então",1,False
"Ao conceder Tiro de 6 Metros, Árbitros",1,False
Tempo Técnico ao conceder Tiro de 6 Metros referencia a Regra 2:14b,1,False
valor do Gol marcado por Tiro de 6 Metros referencia a Regra 9:3,1,False
como Arremesso à Baliza,1,False
em até 3 segundos após Sinal de Apito do Árbitro de Quadra,1,False
execução em até 3 segundos referencia a Regra 13:1a,1,False
infração de tocar ou cruzar a Linha de 6 Metros referencia a Regra 6:2a,1,False
novamente pelo Executante até tocar Adversário ou Baliza,1,False
por Companheiro de Equipe até tocar Adversário ou Baliza,1,False
restrição de novo toque após Tiro de 6 Metros referencia a Regra 13:1a,1,False
"Durante execução de Tiro de 6 Metros, Goleiro",1,False
"Durante execução de Tiro de 6 Metros, demais Adversários do Executante",1,False
"Adversário não respeita a distância de 1 metro e o Tiro de 6 Metros não resulta em Gol, então o Tiro de 6 Metros",1,False
trocar Goleiro quando o Executante está pronto para executar Tiro de 6 Metros,1,False
Executante está pronto quando está parado na posição correta com a Bola na mão,1,False
Tentativa de substituição de Goleiro quando o Executante está pronto,1,False
"punição por tentativa de substituição de Goleiro referencia as Regras 8:4, 16:1d e 16:2c",1,False
"Por Fair Play, Atletas próximos ao Executante",1,False
o Executante,1,False
Obstrução do Executante inclui movimentos de braço,1,False
Obstrução do Executante inclui sons,1,False
na mão do Executante antes de um Tiro ser executado,1,False
nas posições prescritas para o Tiro em questão,1,False
em suas posições corretas até a Bola sair da mão do Executante,1,False
Posição inicial incorreta,1,False
obrigação de corrigir posição inicial incorreta,1,False
na Regra 15:7,1,False
"Exceto no Tiro de Goleiro, o Executante",1,False
uma parte de um pé em contato constante com a areia quando o Tiro é executado,1,False
exigência de contato constante com a areia referencia a Regra 13:1a,1,False
repetidamente,1,False
na areia repetidamente,1,False
para reinício sempre em caso de Tiro de 6 Metros,1,False
para reinício em Lateral após Tempo Técnico,1,False
para reinício em Tiro de Goleiro após Tempo Técnico,1,False
para reinício em Tiro Livre após Tempo Técnico,1,False
para reinício com Tiro Livre sob a Regra 13:4,1,False
para reinício quando houve atraso na execução,1,False
para reinício após correção das posições dos Atletas,1,False
para reinício após Advertência Verbal,1,False
"Após Sinal de Apito, o Executante",1,False
a Bola em até 3 segundos,1,False
limite de 3 segundos após Sinal de Apito referencia a Regra 13:1a,1,False
Tiro,1,False
executado quando a Bola sai da mão do Executante,1,False
definição de Tiro considerado executado,1,False
na Regra 12:2,1,False
a Companheiro de Equipe do Executante quando o Tiro está sendo executado,1,False
por Companheiro de Equipe do Executante quando o Tiro está sendo executado,1,False
proibição de entrega ou toque por Companheiro de Equipe referencia a Regra 13:1a,1,False
a Bola novamente até a Bola tocar outro Atleta,1,False
a Bola novamente até a Bola tocar a Baliza,1,False
restrição de novo toque do Executante,1,False
no Tiro de Goleiro conforme Regra 12:3,1,False
diretamente de qualquer Tiro,1,False
Gol direto a partir de Tiro de Goleiro,1,False
Gol contra não é possível,1,False
Gol direto a partir de Tiro de Árbitro não é possível porque o Tiro de Árbitro é executado pelo Árbitro,1,False
Posições incorretas de Defensores em Lateral,1,False
Posições incorretas de Defensores em Tiro Livre,1,False
"Atacantes ficam em desvantagem pela execução imediata, então posições incorretas de Defensores",1,False
"Árbitro apita para execução apesar de posições incorretas dos Defensores, então esses Defensores",1,False
a intervir,1,False
se atrasa a execução de Tiro pelos Adversários por ficar muito perto,1,False
se interfere na execução de Tiro pelos Adversários por ficar muito perto,1,False
se atrasa ou interfere na execução de Tiro pelos Adversários por outras infrações,1,False
Suspensão por atraso ou interferência na execução de Tiro referencia a Regra 16:2e,1,False
por Faltas e Infrações similares contra Adversário que não entram na categoria de punição progressiva,1,False
Suspensão pode_ser_dada por Faltas que,1,False
por Infrações quando Adversários executam Tiro formal,1,False
por Conduta Antidesportiva de Atleta,1,False
por Conduta Antidesportiva de Oficial de Equipe,1,False
por Substituição Irregular,1,False
por Entrada Ilegal na Quadra,1,False
por Faltas repetidas do tipo punido progressivamente,1,False
por Conduta Antidesportiva repetida de Atleta na Quadra,1,False
por Conduta Antidesportiva repetida de Atleta fora da Quadra,1,False
por Conduta Antidesportiva repetida de Oficial de Equipe,1,False
por falha em largar ou colocar a Bola na areia quando Tiro Livre é marcado contra a Equipe em Posse da Bola,1,False
por Infrações repetidas durante execução de Tiro formal pelos Adversários,1,False
como consequência de Desqualificação de Atleta durante o Tempo de Jogo,1,False
como consequência de Desqualificação de Oficial de Equipe durante o Tempo de Jogo,1,False
ao Oficial Responsável quando Atleta não habilitado entra na Quadra,1,False
quando Oficial de Equipe entra na Quadra como pessoa adicional em caso de lesão de Atleta,1,False
Oficiais de uma Equipe,1,False
mais de uma Suspensão total,1,False
suas funções,1,False
Suspensão de Oficial de Equipe reduz a força da Equipe na Quadra até o próximo Turnover entre as Equipes,1,False
claramente a Suspensão ao Atleta culpado,1,False
claramente a Suspensão ao Cronometrista e ao Secretário por sinal manual prescrito,1,False
da Partida durante a Suspensão,1,False
na Quadra o Atleta suspenso durante a Suspensão,1,False
Suspensão começa quando o jogo,1,False
por Sinal de Apito,1,False
após Turnover entre as Equipes,1,False
na Quadra após Turnover entre as Equipes,1,False
Segunda Suspensão de Atleta,1,False
somente pelo restante do Tempo de Jogo,1,False
factual dos Árbitros,1,False
por Conduta Gravemente Antidesportiva,1,False
por segunda ou subsequente Conduta Antidesportiva de qualquer Atleta ou Oficial da Equipe,1,False
por Falta que coloca em perigo a saúde do Adversário,1,False
por Falta da Goleira que sai da Área de Gol durante Shoot-out e coloca em perigo a saúde do Adversário,1,False
por Conduta Gravemente Antidesportiva de Atleta na Quadra,1,False
por Conduta Gravemente Antidesportiva de Atleta fora da Quadra,1,False
por Conduta Gravemente Antidesportiva de Oficial de Equipe,1,False
por Agressão de Atleta fora do Tempo de Jogo,1,False
por Agressão de Oficial de Equipe,1,False
por segunda Suspensão da mesma Atleta,1,False
por Conduta Antidesportiva repetida de Atleta durante Intervalo,1,False
por Conduta Antidesportiva repetida de Oficial de Equipe durante Intervalo,1,False
Conduta Antidesportiva durante Shoot-out que atrasa repetidamente a entrada da Goleira e da Arremessadora,1,False
Desqualificação direta do Oficial Responsável,1,False
"Após Tempo Técnico, Árbitros",1,False
claramente Desqualificação à pessoa culpada e ao Cronometrista e Secretário com Cartão Vermelho,1,False
Cartão Vermelho,1,False
aproximadamente 9 por 12 centímetros,1,False
pelo restante inteiro do Tempo de Jogo,1,False
imediatamente da Quadra e da Área de Substituição,1,False
contato com a Equipe após sair,1,False
Desqualificação reduz o número de Atletas ou Oficiais disponíveis para a Equipe,1,False
novamente o número de Atletas na Quadra após Turnover entre as Equipes,1,False
Desqualificação exceto por segunda Suspensão,1,False
pelos Árbitros na Súmula às autoridades relevantes,1,False
Desqualificação exceto por segunda Suspensão leva a Suspensão mínima de uma Partida para a pessoa culpada,1,False
Goleira ou Jogadora de Linha durante Shoot-out,1,False
"por Conduta Antidesportiva ou Conduta Gravemente Antidesportiva, então isso leva à Desqualificação da Atleta",1,False
"uma das Violações é Agressão, a punição mais severa sempre",1,False
Conduta Antidesportiva antes da Partida,1,False
Conduta Gravemente Antidesportiva antes da Partida,1,False
Agressão antes da Partida,1,False
"Após Desqualificação antes da Partida, a Equipe",1,False
com 10 Atletas e 4 Oficiais,1,False
Conduta Antidesportiva durante Intervalo,1,False
Conduta Antidesportiva repetida durante Intervalo,1,False
Conduta Gravemente Antidesportiva durante Intervalo,1,False
Agressão durante Intervalo,1,False
"Após Desqualificação durante Intervalo, a Equipe",1,False
na Quadra com força completa,1,False
"Após a Partida, Conduta Antidesportiva, Conduta Gravemente Antidesportiva ou Agressão",1,False
Relatório Escrito,1,False
Tempo de Jogo inclui Time-outs,1,False
Tempo de Jogo inclui Gol de Ouro,1,False
Tempo de Jogo inclui Shoot-out,1,False
Intervalos,1,False
Turnover significa que a Posse da Bola passou de uma Equipe para a outra,1,False
"começo do segundo Período, Atletas suspensas",1,False
"começo do Gol de Ouro, Atletas suspensas",1,False
"começo do Shoot-out, Atletas suspensas",1,False
Suspensão atrasada em situação de vantagem começa no momento em que a sanção é imposta,1,False
Restante da Partida inclui Gol de Ouro,1,False
Restante da Partida inclui Shoot-out,1,False
Goleira,1,False
por qualquer contato com Adversário fora de sua Área de Gol,1,False
"Atacante não tem chance de ver ou evitar a Goleira fora da Área de Gol, então",1,False
Tiro correspondente e Punição Progressiva,1,False
"incidente de Goleira fora da Área de Gol ocorre durante Shoot-out, então",1,False
Tiro de 6 Metros e Desqualificação da Goleira,1,False
"Atacante tem tempo e espaço suficientes para ver e evitar a Goleira fora da Área de Gol, então Tiro Livre ofensivo",1,False
para a Equipe da Goleira,1,False
"Goleira causa contato físico contra Adversário dentro da Área de Gol, então Tiro de 6 Metros e Desqualificação",1,False
Goleira defensora sempre assume responsabilidade por esse tipo de ação,1,False
por dois Árbitros,1,False
dois Árbitros possuem autoridade igual,1,False
por Cronometrista,1,False
por Secretário,1,False
Árbitros monitoram a conduta dos Atletas desde o momento em que entram no local da Partida até o momento em que saem,1,False
por inspecionar a Quadra de Jogo antes do início da Partida,1,False
por inspecionar as Balizas antes do início da Partida,1,False
por inspecionar as Bolas antes do início da Partida,1,False
Árbitros decidem quais Bolas serão usadas,1,False
Árbitros verificam a presença das duas Equipes com uniformes apropriados,1,False
Árbitros verificam a Súmula,1,False
Árbitros verificam o equipamento dos Atletas,1,False
Árbitros asseguram que o número de Atletas e Oficiais de Equipe na Área de Substituição está dentro dos limites,1,False
Árbitros verificam a presença do Oficial Responsável de cada Equipe,1,False
Árbitros verificam a identidade do Oficial Responsável de cada Equipe,1,False
Qualquer discrepância,1,False
Árbitro realiza o Sorteio por Moeda,1,False
Sorteio por Moeda ocorre na presença do segundo Árbitro,1,False
Sorteio por Moeda ocorre na presença do Oficial Responsável de cada Equipe,1,False
na presença de Oficial de Equipe em nome do Oficial Responsável,1,False
na presença de Atleta em nome do Oficial Responsável,1,False
"início da Partida, um Árbitro posiciona-se fora da Linha Lateral no lado oposto à Mesa de Cronometragem",1,False
Relógio Oficial começa no Sinal de Apito do Árbitro posicionado fora da Linha Lateral,1,False
segundo Árbitro posiciona-se no centro da Quadra de Jogo,1,False
"Após o Sinal de Apito, o segundo Árbitro inicia a Partida com Tiro de Árbitro",1,False
de lado entre si de tempos em tempos durante a Partida,1,False
de modo que possam observar as Áreas de Substituição das duas Equipes,1,False
"Em princípio, a Partida inteira",1,False
pelos mesmos Árbitros,1,False
por assegurar que a Partida seja jogada de acordo com as Regras,1,False
Infrações,1,False
"um Árbitro torna-se incapaz de terminar a Partida, então o segundo Árbitro continua a Partida sozinho",1,False
"Em Eventos IHF e Continentais, a incapacidade de um Árbitro terminar a Partida",1,False
conforme regulamentos aplicáveis,1,False
"os dois Árbitros têm opiniões diferentes sobre a atribuição de pontos após Gol, então aplica-se decisão conjunta",1,False
"Em divergência decisória da Regra 17:9, Tempo Técnico",1,False
"Após consulta entre Árbitros, os Árbitros",1,False
sinais manuais claros,1,False
"Após consulta entre Árbitros, a Partida",1,False
após Sinal de Apito,1,False
Árbitros alcançam decisão conjunta por breve consulta entre si,1,False
"os Árbitros não conseguem alcançar decisão conjunta, então prevalece a opinião do Árbitro de Quadra",1,False
dois Árbitros observam o Placar,1,False
dois Árbitros controlam o Placar,1,False
dois Árbitros observam o Tempo de Jogo,1,False
dois Árbitros controlam o Tempo de Jogo,1,False
dois Árbitros observam o Resultado da Partida,1,False
dois Árbitros controlam o Resultado da Partida,1,False
"há dúvida sobre a precisão da cronometragem, então os Árbitros alcançam decisão conjunta",1,False
"Árbitros controlam, com apoio do Cronometrista e do Secretário, a entrada de Substitutos",1,False
"Árbitros controlam, com apoio do Cronometrista e do Secretário, a saída de Substitutos",1,False
por assegurar que a Súmula seja completada corretamente após a Partida,1,False
Desqualificações indicadas na Regra 16:8,1,False
Decisões dos Árbitros com base em observações de fatos,1,False
Decisões dos Árbitros com base em julgamentos,1,False
Decisões dos Árbitros baseadas em recomendações de Delegados,1,False
quando derivadas de observações de fatos ou julgamentos,1,False
Recursos,1,False
apenas contra decisões que não estão em conformidade com as Regras,1,False
"Durante a Partida, apenas os respectivos Oficiais Responsáveis têm direito de dirigir-se aos Árbitros",1,False
Árbitros têm o direito de suspender temporariamente uma Partida,1,False
Árbitros têm o direito de suspender permanentemente uma Partida,1,False
Todo esforço,1,False
para continuar a Partida antes de uma decisão de suspensão permanente,1,False
pelo Tempo de Jogo,1,False
pelos Time-outs,1,False
pelo Tempo de Suspensão de Atletas suspensos,1,False
pela Súmula,1,False
pela lista de Atletas,1,False
pela entrada de Atletas que chegam após início da Partida,1,False
pela entrada de Atletas que não estão autorizados a participar,1,False
Outras tarefas,1,False
conjuntamente pelo Cronometrista e pelo Secretário,1,False
Outras tarefas incluem controlar número de Atletas,1,False
Outras tarefas incluem controlar número de Oficiais de Equipe na Área de Substituição,1,False
Outras tarefas incluem controlar saída e entrada de Atletas substitutos,1,False
"Em geral, somente o Cronometrista",1,False
a Partida quando necessário,1,False
"o Cronometrista interrompe a Partida por Substituição Irregular, então a Partida",1,False
Tiro Livre por Substituição Irregular,1,False
"o local onde a Bola estava no momento da interrupção é mais favorável à Equipe infratora, então o Tiro Livre",1,False
"o Cronometrista interrompe a Partida por Entrada Ilegal, então a Partida",1,False
Tiro Livre por Entrada Ilegal,1,False
a Partida imediatamente em caso de Substituição Irregular,1,False
a Partida imediatamente em caso de Entrada Ilegal,1,False
os Árbitros sobre a Violação,1,False
"Após interrupção por outras razões, Cronometrista",1,False
confirmação dos Árbitros antes de parar o Relógio Oficial,1,False
"o Cronometrista não consegue interromper a Partida em situação necessária, então Árbitros",1,False
a situação,1,False
por verificar o direito da Equipe a Team Time-out,1,False
a Partida imediatamente quando Team Time-out é solicitado corretamente,1,False
o Relógio Oficial quando Team Time-out é solicitado corretamente,1,False
aos Árbitros que Team Time-out foi concedido,1,False
a duração do Team Time-out,1,False
o fim do Team Time-out,1,False
Em Eventos IHF,1,False
Em Eventos Continentais,1,False
Sistema Eletrônico,1,False
pelo Cronometrista,1,False
"Em caso de uso de Sistema Eletrônico, Team Time-out",1,False
por Oficial de Equipe autorizado,1,False
pausa obrigatória de 20 segundos,1,False
em cada Período quando o Relógio Oficial mostra 05:00,1,False
"Durante pausa obrigatória de 20 segundos, a Bola",1,False
"Durante pausa obrigatória de 20 segundos, substituições",1,False
o início da pausa obrigatória de 20 segundos,1,False
o fim da pausa obrigatória de 20 segundos,1,False
Apêndice A lista os Sinais Manuais dos Árbitros,1,False
Sinal Manual 1 representa Vantagem e continuidade do jogo,1,False
Sinal Manual 2 representa Duplo Drible,1,False
Sinal Manual 3 representa Andada ou segurar a Bola por mais de 3 segundos,1,False
"Sinal Manual 4 representa restringir, segurar ou empurrar",1,False
Sinal Manual 5 representa Golpear,1,False
Sinal Manual 6 representa Falta de Ataque,1,False
Sinal Manual 7 representa direção do Lateral,1,False
Sinal Manual 8 representa Tiro de Goleiro,1,False
Sinal Manual 9 representa direção do Tiro Livre,1,False
Sinal Manual 10 representa manter distância de 1 metro,1,False
Sinal Manual 11.1 representa obtenção de 1 ponto,1,False
Sinal Manual 11.2 representa obtenção de 2 pontos,1,False
Sinal Manual 12 representa Suspensão,1,False
Sinal Manual 13 representa Desqualificação,1,False
Sinal Manual 14 representa Time-out,1,False
Sinal Manual 15 representa permissão para duas pessoas autorizadas entrarem na Quadra durante Time-out,1,False
Sinal Manual 16 representa sinal de aviso prévio para Jogo Passivo,1,False
um balanço vertical completo do braço,1,False
"Sinal Manual 12, o Árbitro indica a violação da regra",1,False
"Sinal Manual 12, o Árbitro aponta para o Atleta infrator",1,False
braço dobrado segurado no punho pelo outro braço indica Suspensão,1,False
Árbitro usa Cartão Vermelho para indicar Desqualificação imediata,1,False
claramente pelo Secretário segurando Cartão Vermelho no ar,1,False
"Tiro Livre é assinalado, Árbitros",1,False
imediatamente a direção do Tiro Livre,1,False
"Lateral é assinalado, Árbitros",1,False
imediatamente a direção do Lateral,1,False
"Punição Pessoal é aplicável, o Sinal Manual obrigatório apropriado",1,False
Sinais Manuais 12 e 13 indicam Punição Pessoal,1,False
"explicação do motivo de Tiro Livre ou Tiro de 6 Metros parece útil, então Sinal Manual 1 a 6",1,False
para informação,1,False
"Sinais Manuais 11, 14 e 15 são obrigatórios nas situações em que se aplicam",1,False
"Sinais Manuais 8, 10 e 16 são usados conforme necessário pelos Árbitros",1,False
APP-B lista Esclarecimentos das Regras de Jogo,1,False
Esclarecimento 1 trata da atribuição de pontos relacionada à Regra 9,1,False
Esclarecimento 2 trata de circunstâncias especiais do Shoot-out,1,False
Esclarecimento 3 trata da execução de Tiro Livre após o sinal final,1,False
Esclarecimento 4 trata de Jogo Passivo,1,False
Esclarecimento 5 trata de Conduta Antidesportiva,1,False
Esclarecimento 6 trata de Conduta Gravemente Antidesportiva,1,False
Esclarecimento 7 trata de Chance Clara de Gol,1,False
Esclarecimento 8 trata de interrupção pelo Cronometrista,1,False
Esclarecimento 9 trata de Shoot-out e contra-ataque rápido,1,False
Gol marcado em jogada aérea,1,False
Atleta em jogada aérea,1,False
"a Bola e arremessa ao Gol enquanto está no ar, então o Gol pode_receber 2 pontos",1,False
Atleta apenas,1,False
"ou empurra a Bola para dentro do Gol em jogada aérea, então o Gol vale 1 ponto",1,False
Espírito do Jogo de Handebol de Areia,1,False
Filosofia Específica do Handebol de Areia,1,False
Gols criativos,1,False
Gols espetaculares,1,False
apenas Gol de 1 ponto baseado em habilidade técnica fundamental,1,False
ação final marcante e dramática,1,False
"circunstâncias externas exigem, então os Árbitros",1,False
usar apenas uma Baliza para o Shoot-out,1,False
Vento,1,False
Posição do sol,1,False
"o tempo de jogo expirou e Equipe tem oportunidade de executar Tiro Livre, então o Tiro Livre tecnicamente",1,False
"Atleta em posição aproximadamente correta deixa a Bola cair ou entrega a Bola aos Árbitros, então os Árbitros",1,False
o Tiro Livre executado,1,False
"a Equipe quer tentar marcar Gol após o sinal final, então os Árbitros",1,False
oportunidade de arremesso e controle da situação,1,False
Atletas de ambas as Equipes em posições corretas com firmeza e rapidez,1,False
Tiro Livre após sinal final,1,False
sem atraso,1,False
Apenas um Atleta da Equipe executante,1,False
a Bola durante a execução,1,False
"Atletas querem sair da Quadra para substituição, então fazem isso por risco próprio",1,False
de esperar substitutos alcançarem posições corretas antes do sinal de execução,1,False
invasão persistente dos defensores,1,False
Gols marcados ilegalmente,1,False
impedir métodos de jogo pouco atrativos,1,False
impedir atrasos intencionais no jogo,1,False
métodos passivos durante toda a Partida,1,False
métodos passivos de forma consistente,1,False
quando a Bola é movida pela Quadra,1,False
durante a fase de construção,1,False
durante a fase de finalização,1,False
quando Equipe lidera por pouca diferença no fim da Partida,1,False
quando Equipe tem Atleta suspenso,1,False
"quando Equipe tem superioridade numérica, especialmente na defesa",1,False
especialmente durante fase de construção excessivamente longa,1,False
fase de construção com jogo preparatório de passes antes de iniciar situação ofensiva direcionada,1,False
Ataque sem ação ofensiva direcionada,1,False
Recebimento repetido da Bola parado,1,False
Recebimento repetido da Bola afastando-se do Gol,1,False
Quique repetido da Bola parado,1,False
"atacante confrontado por adversário vira-se prematuramente para longe, então isso",1,False
"atacante espera interrupção dos Árbitros, então isso",1,False
"atacante não ganha vantagem espacial sobre defensor, então isso",1,False
Ações defensivas ativas,1,False
aumento de ritmo do ataque,1,False
Equipe atacante sem aumento claro de ritmo da construção para finalização,1,False
Jogo Passivo,1,False
"Árbitro reconhece surgimento de Jogo Passivo, então Árbitro levanta o braço com Sinal Manual 16",1,False
Segundo Árbitro,1,False
Sinal de Aviso Prévio indica que Equipe em posse não tenta criar oportunidade de arremesso ao Gol,1,False
Sinal de Aviso Prévio indica atraso repetido no reinício do jogo,1,False
Sinal de Aviso Prévio permanece até fim do ataque,1,False
Sinal de Aviso Prévio permanece até deixar de ser válido,1,False
Ataque começa quando Equipe entra em posse da Bola,1,False
Ataque termina quando Equipe marca Gol ou perde posse da Bola,1,False
"Equipe em posse arremessa ao Gol e Bola retorna diretamente para a Equipe atacante, então julgamento de Jogo Passivo",1,False
"Equipe em posse arremessa ao Gol e resultado é Lateral para a mesma Equipe, então julgamento de Jogo Passivo",1,False
"julgamento de Jogo Passivo deixa de ser válido, então Equipe em posse",1,False
nova fase de construção,1,False
"Após Sinal de Aviso Prévio, Árbitros",1,False
algum tempo para Equipe em posse mudar ação,1,False
tabela de exemplos de Jogo Passivo,1,False
EXTRAÇÃO_TABULAR_AMBÍGUA_AGUARDANDO_REVISÃO_HUMANA,1,False
Gritar com Atleta que,1,False
Tiro de 6 Metros é_exemplo_de Conduta Antidesportiva,1,False
Chutar a Bola para longe durante interrupção para impedir execução imediata do adversário,1,False
Abusar verbalmente de adversário,1,False
Abusar verbalmente de companheiro de Equipe,1,False
Não entregar a Bola quando ela saiu pela linha lateral,1,False
Atrasar execução de lançamento formal,1,False
Segurar adversário pelo uniforme,1,False
Goleiro não entregar a Bola após Tiro de 6 Metros concedido ao adversário,1,False
Jogador de Linha bloquear repetidamente arremessos com pé ou perna inferior,1,False
Defensores entrarem repetidamente na própria Área de Gol,1,False
Atleta tentar criar impressão incorreta de infração adversária,1,False
Comportamento insultante por fala dirigido a outra pessoa,1,False
Comportamento insultante por expressão facial dirigido a outra pessoa,1,False
Comportamento insultante por gesto dirigido a outra pessoa,1,False
Comportamento insultante por contato corporal dirigido a outra pessoa,1,False
Arremessar ou empurrar a Bola para longe após decisão dos Árbitros,1,False
Conduta Gravemente Antidesportiva quando a ação ultrapassa Conduta Antidesportiva,1,False
Goleiro demonstrar atitude passiva em Tiro de 6 Metros,1,False
Conduta Gravemente Antidesportiva quando Árbitro assume que Goleiro não tenta defender o arremesso,1,False
Revidar após sofrer Falta,1,False
como agressão,1,False
"defensores estão entre Atleta arremessador e Gol vazio, então Árbitros",1,False
possibilidade de intervenção legal desses defensores,1,False
Tiro Livre após substituição irregular normalmente ocorre no local da infração,1,False
"a Bola estava em posição mais favorável para adversários no momento da interrupção, então Tiro Livre",1,False
nesse local,1,False
jogo imediatamente em substituição irregular ou entrada ilegal,1,False
Interrupção imediata por substituição irregular,1,False
regras gerais de vantagem,1,False
"Chance Clara de Gol é destruída por interrupção causada por infração da defesa, então Tiro de 6 Metros",1,False
"Em outros tipos de infração a relatar, Cronometrista geralmente",1,False
próxima interrupção do jogo,1,False
Intervenção prematura do Cronometrista,1,False
perda de posse,1,False
"Cronometrista interrompe prematuramente, então jogo reinicia com Tiro Livre para Equipe que possuía a Bola",1,False
"interrupção prematura foi causada por infração da defesa e destruiu Chance Clara de Gol, então Tiro de 6 Metros",1,False
Infrações observadas e relatadas por Cronometrista ou Secretário geralmente,1,False
"punições pessoais, salvo exceções indicadas na fonte",1,False
Goleiro defensor sempre,1,False
Atleta defensor sempre,1,False
Área de Substituição para Jogadores de Linha,1,False
Áreas de Substituição são posicionadas nos dois lados da Quadra de Jogo fora da linha lateral,1,False
Nenhum objeto,1,False
Garrafas de água,1,False
Toalhas,1,False
Apenas Atletas registrados na súmula,1,False
Apenas Oficiais de Equipe registrados na súmula,1,False
Oficiais de Equipe na Área de Substituição,1,False
vestimenta esportiva completa,1,False
"intérprete é necessário, então intérprete",1,False
posição atrás da Área de Substituição,1,False
Equipe permanece na Área de Substituição do respectivo lado,1,False
"há infração antes da Partida relativa à Área de Substituição, então Partida",1,False
até correção,1,False
"há infração durante a Partida relativa à Área de Substituição, então Partida",1,False
após próxima interrupção até resolução,1,False
de orientar e administrar a Equipe durante a Partida,1,False
de orientar e administrar a Equipe durante a Partida em espírito justo e esportivo,1,False
na Área de Substituição em princípio,1,False
dentro da Área de Substituição para administrar substituição de Atletas,1,False
dentro da Área de Substituição para dar orientação tática,1,False
dentro da Área de Substituição para prestar atendimento médico,1,False
dentro da Área de Substituição para solicitar Time-out de Equipe,1,False
com Cronometrista ou Secretário somente em situações incomuns,1,False
"Em qualquer instante, apenas um Oficial de Equipe por Equipe",1,False
de movimentar-se,1,False
limites da Área de Substituição,1,False
"necessidade de visão irrestrita do Cronometrista, Secretário e Delegado",1,False
Atletas na Área de Substituição,1,False
em princípio,1,False
Atletas substitutos,1,False
na Área de Substituição quando em breve entrarão na Quadra,1,False
Movimento de Atletas substitutos,1,False
perturbador,1,False
Oficiais de Equipe e Atletas,1,False
em geral na Área de Substituição de sua Equipe,1,False
"Oficial de Equipe deixa Área de Substituição para outra posição, então perde direito de orientar e administrar a Equipe",1,False
à Área de Substituição para recuperar direito de orientar e administrar a Equipe,1,False
Atletas permanecem sob jurisdição dos Árbitros e Delegados durante toda a Partida,1,False
Oficiais de Equipe permanecem sob jurisdição dos Árbitros e Delegados durante toda a Partida,1,False
Conduta Antidesportiva fora da Quadra e fora da Área de Substituição,1,False
Conduta Gravemente Antidesportiva fora da Quadra e fora da Área de Substituição,1,False
Conduta Extremamente Antidesportiva fora da Quadra e fora da Área de Substituição,1,False
"Regulamento da Área de Substituição é infringido, então Árbitros",1,False
"conforme Regras 16:1d, 16:2c-d ou 16:6b,e,h",1,False
"Árbitros não percebem infração do Regulamento da Área de Substituição, então Cronometrista, Secretário ou Delegado",1,False
Árbitros na próxima interrupção,1,False
de informar Árbitros sobre possível decisão em violação das Regras,1,False
de informar Árbitros sobre violação do Regulamento da Área de Substituição,1,False
intervir em decisão dos Árbitros baseada em observação de fatos,1,False
a Partida imediatamente,1,False
"Delegado interrompe a Partida, então jogo reinicia com Tiro Livre para Equipe que não cometeu a violação",1,False
"interrupção causada por violação da defesa destrói Chance Clara de Gol, então Tiro de 6 Metros",1,False
punições pessoais conforme instruções do Delegado,1,False
Fatos relacionados a Desqualificação,1,False
Uniformes e acessórios dos Atletas contribuem para aumento de desempenho dos Atletas,1,False
Uniformes e acessórios dos Atletas contribuem para imagem esportiva e atrativa da modalidade,1,False
APP-D define especificações de uniformes e acessórios quanto à cor,1,False
APP-D define especificações de uniformes e acessórios quanto ao estilo,1,False
APP-D define especificações de uniformes e acessórios quanto à quantidade,1,False
APP-D define especificações de uniformes e acessórios quanto ao tecido,1,False
APP-D define especificações de uniformes e acessórios quanto às marcas,1,False
Organizadores,1,False
uniformes das Equipes participantes durante Reunião Técnica,1,False
uniformes das Equipes participantes durante o evento,1,False
Uniformes masculinos,1,False
Uniformes femininos,1,False
Mensagens religiosas são estritamente proibidas nos uniformes dos Atletas,1,False
Mensagens políticas são estritamente proibidas nos uniformes dos Atletas,1,False
Mensagens raciais são estritamente proibidas nos uniformes dos Atletas,1,False
justa ao corpo,1,False
justo ao corpo,1,False
Regata ou top,1,False
espaço para marcas obrigatórias,1,False
Camisetas usadas por baixo da regata oficial da Equipe,1,False
Regatas e tops,1,False
cores brilhantes e claras,1,False
"Cores como vermelho, azul, amarelo, verde, laranja e branco",1,False
de cores normalmente usadas em ambiente de praia,1,False
impressos na frente das regatas masculinas e tops femininos,1,False
impressos nas costas das regatas masculinas e tops femininos,1,False
impresso na frente das regatas masculinas e tops femininos,1,False
